id,name,phone,sq_ft_total,address,location,dom_disc_id,sec_disc_id,third_disc_id,neighborhood_id,constituency_id
400,Room 104 Gallery (CLOSED) in Tashiro Kaplan,,,"306 S. Washington St #104 Seattle, WA 98104","(47.6010201, -122.3298371)",0,0,0,0,0
401,New York Fashion Academy,(206) 352-2636,10000,"5201 Ballard Ave NW, Seattle, WA 98107","(47.66541915, -122.382442614838)",0,0,0,0,0
402,Eritrean Association in Greater Seattle,,,"1528 Valentine Pl S, Seattle, WA 98144","(47.58879805, -122.30707705)",0,0,0,0,0
403,"University of Washington 3D4M School of Art, Ceramic Metal Arts Building ",(206) 543-0970,40000,"4205 Mary Gates Memorial Dr NE Seattle, WA 98105","(47.6598273, -122.292252849248)",0,0,0,0,0
404,Fetherston Gallery (CLOSED),,,"5701 6th Ave S, Seattle, WA 98108","(47.5514664, -122.3283134)",0,0,0,0,0
405,Abmeyer + Wood Fine Art,(206) 628-9501,2500,"1210 2nd Ave, Seattle, WA 98101","(47.6070478, -122.3364073)",0,0,0,0,0
406,The Studio of Awesome (CLOSED),,,"101 N 85th Street #201, Seattle, WA 98103 ","(47.69038, -122.3577075)",0,0,0,0,0
407,Planet Art,(206) 782-7455,2000,"2811 NW 93rd St, Seattle, WA 98117","(47.69657535, -122.39338205)",0,0,0,0,0
408,SRG Gallery,,,"110 Union St, Suite 300, Seattle, WA 98101","(47.6080964, -122.3388114)",0,0,0,0,0
409,Sunny Arms Artist Cooperative,,,"707 S. Snoqualmie St Seattle, WA, 98108 ","(47.5616585, -122.3237001)",0,0,0,0,0
410,Blick Art Materials,,,"1600 Broadway Ct, Seattle, WA 98122","(47.6121708, -122.319849)",0,0,0,0,0
411,MadArt,(206) 623-1180,3500,"325 Westlake Ave N, Seattle, WA 98109","(47.6217088, -122.3389018)",0,0,0,0,0
412,Massive Monkees Studios,Unavailable,2200,"664 S King St, Seattle, WA 98104","(47.598602, -122.324135)",0,0,0,0,0
413,The Studios,(206) 582-3878,10000,"1801 5th Avenue Seattle, WA 98101","(47.6127204, -122.3378104)",0,0,0,0,0
414,Rainier Glass Studio,,,"3200 Airport Way S. Seattle, WA 98134","(47.5756053, -122.3206151)",0,0,0,0,0
415,The White Rabbit (CLOSED),,,"513 N 36th St Seattle, WA 98103","(47.6513564, -122.3515985)",0,0,0,0,0
416,Art Stall Gallery,,,"97 Pike Pl, Seattle, WA 98101","(47.6094497, -122.3418366)",0,0,0,0,0
417,Conrow Porcelain Studio,,,"1429 34th Ave, Seattle, WA 98122","(47.613737, -122.2895678)",0,0,0,0,0
418,Dakota Art Store,(206) 523-4830,2000,"2000 NW Market St, Seattle, WA 98107","(47.66867, -122.382344)",0,0,0,0,0
419,Seattle Pottery Supply,,,"35 S Hanford St, Seattle, WA 98134","(47.5749176, -122.337625202775)",0,0,0,0,0
420,Ballard Academy of Music & Dance,,,"2404 NW 80th St Seattle, WA 98117","(47.6869229, -122.3878221)",0,0,0,0,0
421,Open Books,(206) 633-0811,950,"2414 N 45th St, Seattle, WA 98103","(47.6615557, -122.3294857)",0,0,0,0,0
422,Victory Studios,"(206) 282-1776
",26000,"2247 15th Ave W Seattle, WA 98119","(47.6402468, -122.376639837201)",0,0,0,0,0
423,University of Washington School of Music & Brechemin Auditorium ,(206) 543-1201,71904,"University of Washington School of Music Music Building
Box 353450
Seattle, WA 98195","(47.655335, -122.30352)",0,0,0,0,0
424,Jamtown,,,"12729 Lake City Way NE, Seattle, WA 98125","(47.722147, -122.2941323)",0,0,0,0,0
425,Roaring Mouse Creative Arts Studio,,,"7526 20th Ave NE Seattle, WA 98115","(47.6839218, -122.3064199)",0,0,0,0,0
426,Glasshouse Studios,,,"311 Occidental Ave S, Seattle, WA 98104","(47.5997045, -122.3331303)",0,0,0,0,0
427,Seattle Atelier,,,"1426 S Jackson St, Seattle, WA 98144","(47.5994698, -122.3127638)",0,0,0,0,0
428,Densho: The Japanese American Legacy Project,,,"1416 S. Jackson St. Seattle, WA 98144 ","(47.5994214, -122.313387509187)",0,0,0,0,0
429,Comet Tavern,,,"922 E Pike St, Seattle, WA 98122","(47.6142655, -122.3197336)",0,0,0,0,0
430,University Book Store,(206) 685-9920,90000,"4326 University Way NE, Seattle, WA 98105","(47.6604253, -122.312826881376)",0,0,0,0,0
431,Christian Grevstad Gallery,,,"312 Occidental Ave S, Seattle, WA 98104","(47.5995076, -122.3326934)",0,0,0,0,0
432,Northwest Art & Frame,,,"4733 California Ave SW, Seattle, WA 98116","(47.5601782, -122.387154)",0,0,0,0,0
433,The Art Study,,,"4630 NE Village Ln, Seattle, WA 98105","(47.6626739, -122.2991137)",0,0,0,0,0
434,Wikstrom Gallery,,,"5411 Meridian Ave. N. Seattle, WA 98103","(47.6683879, -122.3339953)",0,0,0,0,0
435,eXit Space School of Dance,,,"414 NE 72nd St, Seattle, WA 98115","(47.6808468, -122.3238474)",0,0,0,0,0
436,My World Dance and Fitness Studio,(206) 861-2500,600,"849 Hiawatha Pl S, Seattle, WA 98144","(47.595163, -122.309673)",0,0,0,0,0
437,Juan Alonso Studio,,,"214 1st Ave S Suite B15 Seattle, WA 98104","(47.6004712, -122.333963)",0,0,0,0,0
438,Ace Studios Gallery,,,"619 Western Ave, 3rd Fl Seattle, WA 98104","(47.6023356, -122.3358275)",0,0,0,0,0
439,Living Computer Museum,,,"2245 1st Ave S, Seattle, WA 98134","(47.5825204, -122.334653)",0,0,0,0,0
440,Daniel Smith Art Supplies,,,"4150 1st Ave S, Seattle, WA 98134","(47.5655555, -122.3336229)",0,0,0,0,0
441,Artist & Craftsman Supply,,,"4350 8th Ave NE Seattle, WA 98105","(47.6599873030303, -122.319658979798)",0,0,0,0,0
442,Seattle Yarn,(206) 935-2010,1800,"5633 California Ave SW, Seattle, WA 98136","(47.5511485, -122.3874063)",0,0,0,0,0
443,Clearwater Film LLC,,400,"1515 12th Ave Seattle, WA 98102","(47.614429, -122.317253)",0,0,0,0,0
444,University of Washington Meany Hall,(206) 543-4880,58026,"4140 George Washington Ln NE, Seattle, WA 98105","(47.655709, -122.310569)",0,0,0,0,0
445,Keys on Main,,,"11 Roy St Seattle, WA 98109","(47.6253458, -122.3561735)",0,0,0,0,0
446,Emerald City Trapeze,,,"2702 6th Ave South Seattle, WA 98134","(47.579594, -122.3255672)",0,0,0,0,0
447,The Ballet Studio,(206) 329-9166,1300,"4556 University Way NE, Seattle, WA 98105","(47.6628472, -122.3127576)",0,0,0,0,0
448,Anthony Peters' Tap Dance Seattle,,,"6600 1st Ave NE Seattle, WA 98115","(47.6777479, -122.328027403825)",0,0,0,0,0
449,Seattle University Bookstore,(206) 296-5820,10000,"823 12th Ave Seattle, WA 98122","(47.6100244, -122.3172211)",0,0,0,0,0
450,University of Washington Kane Walker-Ames Room,,,"4069 Spokane Ln, Seattle, WA 98105","(47.65663, -122.309154)",0,0,0,0,0
451,Khambatta Dance Company,,,"5609 34th Ave SW, Seattle, Washington 98126","(47.551598, -122.375336)",0,0,0,0,0
452,Wall of Sound,,,"1205 E Pike St #1C, Seattle, WA 98122","(47.613922, -122.316429)",0,0,0,0,0
453,Everyday Music,,,"1520 10th Ave, Seattle, WA 98122","(47.614746, -122.319069)",0,0,0,0,0
454,Design In Public,(206) 448-4938 x107,2500,"1911 1st Ave, Seattle, WA 98101","(47.610493, -122.341634)",0,0,0,0,0
455,Brace Point Pottery,,,"4208 SW 100th St Seattle, WA 98146","(47.513939, -122.386360)",0,0,0,0,0
456,Capitol Hill Block Party,,,"1122 E Pike St Seattle, WA 98122","(47.614273, -122.317245)",0,0,0,0,0
457,High Voltage Music Store,,,"910 E Pike St, Seattle, WA 98122","(47.614338, -122.320107)",0,0,0,0,0
458,Blowing Sands Glass Studio/Laura Frost Fine Arts Gallery,,,"5805 14th Ave NW Seattle, WA 98107","(47.671066, -122.373662)",0,0,0,0,0
459,Studio Current,,,"1417 10th Ave. #C Seattle, WA 98122","(47.613223, -122.319412)",0,0,0,0,0
460,Georgetown Atelier,,,"5628 Airport way S. #330 Seattle, WA, 98108","(47.551817, -122.319454)",0,0,0,0,0
461,Civetta Dance Space,,,"124 N 103rd St Seattle, WA 98133","(47.703865, -122.356766)",0,0,0,0,0
462,Eight and Sand Gallery,(206) 304-0394,132,"5840 Airport Way S. Suite 212, Seattle WA 98108","(47.550962, -122.318612)",0,0,0,0,0
463,Pocket Theater,(303) 803-4589,2500,"8313 Greenwood Ave N Seattle, WA 98103","(47.689323, -122.355300)",0,0,0,0,0
464,Between Cultures Gallery,,,"8809 Roosevelt Way NE, Seattle, WA 98115","(47.692390, -122.317630)",0,0,0,0,0
465,Threshold Gallery at Mithun,,,"1201 Alaskan Way #200, Seattle, WA 98101 ","(47.605053, -122.340225)",0,0,0,0,0
466,Canoe Social Club,(206) 550-4818,522,"1423 10th Ave Seattle, WA 98122","(47.613571, -122.319832)",0,0,0,0,0
467,Glassy Eye Studio,,,"600 NW 40th St Seattle, WA 98107","(47.656467, -122.364128)",0,0,0,0,0
468,Couth Buzzard Books,,,"8310 Greenwood Ave N Seattle, WA 98103","(47.689507, -122.354950)",0,0,0,0,0
469,DASSdance Seattle,,,"1630 27th Avenue Seattle, WA 98122","(47.616283, -122.297218)",0,0,0,0,0
470,Vignettes Gallery at El Capitan Apartments,,,"1617 Yale Ave, Seattle, WA 98122","(47.615807, -122.328384)",0,0,0,0,0
471,Atlas Theatre,,,"3509 Fremont Ave N Seattle, WA 98103","(47.650660, -122.349890)",0,0,0,0,0
472,Washington State Convention & Trade Center Gallery,,,"800 Convention Place, Second Floor Seattle, WA 98101","(47.611415, -122.331472)",0,0,0,0,0
473,Serafina,,,"2043 Eastlake Ave E Seattle, WA 98102","(47.638030, -122.325924)",0,0,0,0,0
474,Vito's ,(206) 397-4053,4000,"927 9th Ave Seattle, WA 98104","(47.607943, -122.326933)",0,0,0,0,0
475,The Collaboratory,,,"5623 Rainier Ave S Seattle, WA 98118","(47.551707, -122.277981)",0,0,0,0,0
476,OutWest,,,"5401 California Ave SW, Seattle, WA 98136","(47.553764, -122.387314)",0,0,0,0,0
477,Golden Age Collectibles,,,"1501 Pike Pl #401, Seattle, WA 98101","(47.608707, -122.341049)",0,0,0,0,0
478,Woodcraft of Seattle,,,"5963 Corson Ave. S. Seattle, WA 98108","(47.548363, -122.321178)",0,0,0,0,0
479,Alexander's Bead Bazaar,,,"6307 Roosevelt Way NE Seattle, WA 98115","(47.674446, -122.317734)",0,0,0,0,0
480,Mind Unwind Foundation,(206) 829-9128,2000,"2206A California Ave SW Seattle, WA 98116","(47.583717, -122.386024)",0,0,0,0,0
481,The Dreaming Comics and Games,,,"5226 University Way NE Seattle, WA 98105","(47.667054, -122.313051)",0,0,0,0,0
482,Phoenix Comics & Games,,,"113 Broadway E, Seattle, WA 98102","(47.618977, -122.320876)",0,0,0,0,0
483,Comics Dungeon,(206) 545-8373,1600,"319 NE 45th St, Seattle, WA 98105","(47.661356, -122.324800)",0,0,0,0,0
484,Arcane Comics & More,,,"5809 15th Ave NW, Seattle, WA 98107","(47.671105, -122.376240)",0,0,0,0,0
485,Mockingbird Books,,,"7220 Woodlawn Ave NE Seattle, WA 98115 ","(47.681091, -122.324814)",0,0,0,0,0
486,Math 'n' Stuff,,,"8926 Roosevelt Way NE Seattle, WA 98115","(47.693851, -122.317268)",0,0,0,0,0
487,The Comic Stop U District,,,"1307 NE 45th St, Seattle, WA 98105","(47.661270, -122.314006)",0,0,0,0,0
488,Ada's Technical Books,,,"425 15th Ave East Seattle, WA 98112","(47.622415, -122.312630)",0,0,0,0,0
489,Singles Going Steady ,,,"2219 2nd Ave, Seattle, WA 98121","(47.613453, -122.345268)",0,0,0,0,0
490,88 Keys Dueling Piano Bar,,,"315 2nd Ave S Seattle, WA 98104","(47.599537, -122.331978)",0,0,0,0,0
491,Storum Jewish Community Center,,,"2618 NE 80th St Seattle, WA 98115","(47.686670, -122.299241)",0,0,0,0,0
492,International Drop-In Center,,,"7301 Beacon Ave S Seattle, WA 98108","(47.536369, -122.293419)",0,0,0,0,0
493,Elderwise,(206) 774-6606,350,"900 University St Seattle, WA 98101","(47.610928, -122.329353)",0,0,0,0,0
494,Panda Photographic Laboratories Inc,(206) 285-7091,2300,"533 Warren Ave N, Seattle, WA 98109","(47.623769, -122.354085)",0,0,0,0,0
495,Paper Source Queen Anne,,,"1908 Queen Anne Ave N Seattle, WA 98109","(47.636174, -122.356958)",0,0,0,0,0
496,American Music,,,"4450 Fremont Ave N Seattle, WA 98103","(47.660980, -122.349632)",0,0,0,0,0
497,Ethiopian Community Center,,,"8323 Rainier Ave South Seattle, WA 98118","(47.528648, -122.270409)",0,0,0,0,0
498,Aaron Brothers Art & Framing,,,"1513 3rd Ave Seattle, WA 98101","(47.610031, -122.338524)",0,0,0,0,0
499,Paper Source,,,"2606 NE 46th St Seattle, WA 98105","(47.661911, -122.284111)",0,0,0,0,0
500,World Beads,,,"98 Virginia St, Seattle, WA 98101","(47.610974, -122.342750)",0,0,0,0,0
501,Neptune Music Co,,,"4344 Brooklyn Ave NE Seattle, WA 98105","(47.660930, -122.314283)",0,0,0,0,0
502,Seattle Indian Center,,,"611 12th Ave S, Suite 300 Seattle, WA 98144","(47.597092, -122.317932)",0,0,0,0,0
503,Asian Resource Center,,,"1025 South King St. Seattle, WA 98104","(47.597923, -122.318398)",0,0,0,0,0
504,Glazer's Camera,,,"433 8th Ave N, Seattle, WA 98109","(47.622963, -122.341438)",0,0,0,0,0
505,Beadworld,,,"9524 Roosevelt Way NE Seattle, WA 98115","(47.698005, -122.317615)",0,0,0,0,0
506,Nancy's Sewing Basket,(206) 282-9112,3500,"2221 Queen Anne Ave N, Seattle, WA 98109","(47.639050, -122.357315)",0,0,0,0,0
507,World Beads Capitol Hill,,,"233 Broadway E Seattle, WA 98102","(47.620330, -122.320908)",0,0,0,0,0
508,Comics Journal / Fantagraphics Books,,,"7563 Lake City Way NE, Seattle, WA 98115","(47.684772, -122.315903)",0,0,0,0,0
509,Half Price Books,,,"4709 Roosevelt Way N.E. Seattle, WA 98105","(47.663578, -122.317726)",0,0,0,0,0
510,B L M F Literary Saloon,,,"1501 Pike Pl #322, Seattle, WA 98101","(47.608707, -122.341049)",0,0,0,0,0
511,Hobby Lobby ,,,"3200 Aurora Ave N Seattle, WA 98133","(47.754509, -122.345650)",0,0,0,0,0
512,Hot Glass Color,,,"2227 5th Ave Seattle, WA 98121","(47.615477, -122.342210)",0,0,0,0,0
513,The Comedy Underground,,,"109 S. Washington St Seattle, WA 98104","(47.600890, -122.333879)",0,0,0,0,0
514,Pacific Fabrics and Crafts,,,"2230 4th Ave S Seattle, WA 98134","(47.582653, -122.328331)",0,0,0,0,0
515,Monster Art & Clothing,,,"5000 20th Ave NW Seattle, WA 98107","(47.665687, -122.382206)",0,0,0,0,0
516,Stitches,,,"711 East Pike St Seattle, WA 98122","(47.614070, -122.323097)",0,0,0,0,0
517,The Hyogo Business and Cultural Center,,,"1001 4th Ave, Suite 2330 Seattle, WA 98154","(47.606213, -122.333794)",0,0,0,0,0
518,The Color Group,(206) 281-1630,3000,"1741 4th Ave S Suite B Seattle, WA 98134","(47.586853, -122.329559)",0,0,0,0,0
519,Jo Ann Fabrics and Crafts Aurora,,,"15236 Aurora Ave N Seattle, WA 98133","(47.739364, -122.345273)",0,0,0,0,0
520,Porchlight Coffee & Records,,,"1517 14th Ave, Seattle, WA 98122","(47.614417, -122.314238)",0,0,0,0,0
521,Filipino Community Center,,,"5740 Martin Luther King Jr Way, Seattle, WA 98118","(47.550125, -122.287086)",0,0,0,0,0
522,The Weaving Works,(206) 524-1221,2800,"6514 Roosevelt Way NE Seattle, WA 98115","(47.676398, -122.317390)",0,0,0,0,0
523,Paint the Town,,,"4611 Village Court NE Seattle, WA 98105","(47.660400, -122.280525)",0,0,0,0,0
524,Jo Ann Fabrics and Crafts,,,"2217 NW 57th St Seattle, WA 98107","(47.669819, -122.385689)",0,0,0,0,0
525,JCCCW Japanese Cultural & Community Center of WA,,,"1414 S Weller St Seattle, WA 98144","(47.597744, -122.312012)",0,0,0,0,0
526,Russian Community Center,,,"704 19th Ave E, Seattle, WA 98112","(47.625474, -122.307320)",0,0,0,0,0
527,7 Point Studio and The Boro School,(206) 284-5277,18000,"1300 S Dearborn St Seattle, WA 98144","(47.596252, -122.315567)",0,0,0,0,0
528,Drygood Design,,,"301 Occidental Ave S, Seattle 98104","(47.599903, -122.332888)",0,0,0,0,0
529,Glassybaby University Village,,,"2627 NE Village Lane Seattle, WA 98105","(47.660400, -122.280525)",0,0,0,0,0
530,Tall's Camera,,,"401 NE Northgate Way, Seattle, WA 98125","(47.708600, -122.324790)",0,0,0,0,0
531,"Photo-tronics, Inc.",,,"513 Dexter Ave. N. Seattle, WA 98109","(47.623726, -122.342773)",0,0,0,0,0
532,Impress Cards and Crafts,,,"2621 NE Village Lane Seattle, WA  98105","(47.660400, -122.280525)",0,0,0,0,0
533,Glassybaby Madrona,,,"3406 East Union St Seattle, WA 98122","(47.613110, -122.288887)",0,0,0,0,0
534,Venue Ballard,"(206) 789-3335
",2000,"5408 22nd Ave NW Seattle, WA 98107","(47.667813, -122.384795)",0,0,0,0,0
535,Off the Wall School of Music,,,"4509 Midvale Ave N Seattle, WA 98103","(47.661632, -122.343770)",0,0,0,0,0
536,Bell & Reed,,,"15 Prefontaine Pl. S, Suite 510 Seattle, WA 98104","(47.601719, -122.330269)",0,0,0,0,0
537,Greenwood Violin Studio,,,"13000 Linden Ave N Seattle, WA 98133","(47.723804, -122.347351)",0,0,0,0,0
538,Soul Cat Guitars,,,"1998 Western Ave Seattle, WA 98126","(47.610330, -122.343685)",0,0,0,0,0
539,Washington Park Arboretum and Madison Park Graham Visitors Center,,,"2300 Arboretum Drive E Seattle, WA 98112","(47.638016, -122.294137)",0,0,0,0,0
540,Georgetown Music Store,,,"6111 13th Ave S Seattle, WA 98108","(47.548225, -122.316483)",0,0,0,0,0
541,Kennelly Keys Music,,,"10720 5th Ave. NE Seattle, WA 98125","(47.707703, -122.323263)",0,0,0,0,0
542,Emerald City Guitars,,,"83 S Washington St, Seattle, WA 98104","(47.600886, -122.334547)",0,0,0,0,0
543,Creative Music Adventures,,,"4501 Interlake Ave N #2 Seattle, WA 98103","(47.661797, -122.340996)",0,0,0,0,0
544,Klondike Gold Rush National Historic Park,,,"319 2nd Ave S, Seattle, WA 98104","(47.599373, -122.331978)",0,0,0,0,0
545,Allied Arts Foundation,,,"1620 43rd Ave E #16A, Seattle, WA 98112","(47.633820, -122.276352)",0,0,0,0,0
546,Dusty Strings,,,"3406 Fremont Ave N Seattle, WA 98103","(47.649744, -122.349798)",0,0,0,0,0
547,Capitol Music Center,,,"1006 NE 50th St, Seattle, WA 98105","(47.664948, -122.317176)",0,0,0,0,0
548,High Voltage Music Store,,,"910 E Pike St, Seattle, WA 98122","(47.614338, -122.320107)",0,0,0,0,0
549,Metropolitan Music,,,"8414 5th Ave NE Seattle, WA 98115","(47.689869, -122.322983)",0,0,0,0,0
550,A-1 Piano,,,"7020 Greenwood Ave N. Seattle, WA 98103","(47.679985, -122.355011)",0,0,0,0,0
551,Bill Matthews' Conga Joy,,,"2220 NW Market St Seattle, WA 98107","(47.669090, -122.385796)",0,0,0,0,0
552,Art With A Heart,,,"316 Broadway, Suite 316 Seattle, WA 98122","(47.604534, -122.320335)",0,0,0,0,0
553,The Trading Musician,,,"5908 Roosevelt Way NE Seattle, WA 98105","(47.671730, -122.317154)",0,0,0,0,0
554,Oberloh Woodwind and Brass Works,,,"958 N 127th St #A Seattle, WA 98133","(47.721649, -122.345955)",0,0,0,0,0
555,Hillman Guitar Instruction,,,"2412 Westlake Ave N Suite 2A Seattle, WA 98109","(47.640102, -122.341103)",0,0,0,0,0
556,Fauntleroy Schoolhouse/Fauntleroy Community Service Agency,(425) 445-4064,49000,"9131 California Ave. SW Seattle, WA 98136","(47.521908, -122.388489)",0,0,0,0,0
557,Scratch Deli,,,"1718 12th Ave Seattle, WA 98122","(47.617073, -122.316490)",0,0,0,0,0
558,Guitar Center,,,"530 Westlake Ave, Seattle, WA 98109","(47.623835, -122.338460)",0,0,0,0,0
559,The Music Factory,,,"2832 E Arthur Pl, Seattle, WA 98112","(47.623119, -122.295752)",0,0,0,0,0
560,Central Area Senior Center,,,"500 30th Ave S Seattle, WA 98144","(47.597873, -122.293854)",0,0,0,0,0
561,"Studio Instrument Rentals, Inc.",,,"3631 Interlake Ave N Seattle, WA 98103","(47.651569, -122.341705)",0,0,0,0,0
562,Equinox Studios,,,"6555 5th Ave S Seattle, WA 98108","(47.544634, -122.328371)",0,0,0,0,0
563,Central Saloon,,,"207 1st Ave S, Seattle, WA 98104","(47.600586, -122.334579)",0,0,0,0,0
564,The Drum Exchange,,,"4501 Interlake Ave N Seattle, WA 98103","(47.661797, -122.340996)",0,0,0,0,0
565,Thunder Road Guitars,,,"3916 California Ave SW Seattle, WA 98116","(47.568764, -122.386375)",0,0,0,0,0
566,Mode Music Studios,,,"3805 Delridge Way SW Seattle, WA 98106","(47.569904, -122.362556)",0,0,0,0,0
567,Sound Guitar Repair,,,"118 N. 35th St. #105 Seattle, WA 98103","(47.652184, -122.356773)",0,0,0,0,0
568,Dance Underground,,,"340 15th E Seattle, WA 98112","(47.621666, -122.312294)",0,0,0,0,0
569,Gay City Health Project,(206) 860-6969,750,"517 East Pike St Seattle, WA 98122","(47.613796, -122.324783)",0,0,0,0,0
570,Historic Seattle Dearborn House,,,"1117 Minor Ave Seattle, WA 98101","(47.610874, -122.325470)",0,0,0,0,0
571,Leif Erikson Lodge Sons of Norway,,,"2245 NW 57th St, Seattle, WA 98107","(47.669819, -122.386803)",0,0,0,0,0
572,Mike and Mike's Guitar Bar,,,"2418 NW 80th St Seattle, WA 98117","(47.686820, -122.388387)",0,0,0,0,0
573,Seattle Sound Repair,,,"4112 Stone Way N, Seattle, WA 98103","(47.657080, -122.342359)",0,0,0,0,0
574,Sunshine from Polynesia,(206) 282-0769,400,"4524 33rd Avenue W, Seattle, WA 98199","(47.662090, -122.399170)",0,0,0,0,0
575,Solid Repair,,,"9407 22nd Ave SW Seattle, WA 98106","(47.518949, -122.361803)",0,0,0,0,0
576,Monster Concerts INC DBA STUDIO SEVEN,(206) 286-1312,7300,"110 S Horton St, Seattle, WA 98134","(47.574394, -122.333908)",0,0,0,0,0
577,Roseanne's School of Dance,,,"3116 W Smith St Seattle, WA 98199","(47.641296, -122.397820)",0,0,0,0,0
578,Gallery Mack's Art Connection,,,"2100 Western Ave Seattle, WA 98121","(47.611458, -122.344795)",0,0,0,0,0
579,University of Washington Health Sciences Library,(206) 543-3390,10000,"1959 NE Pacific St Room T-334 Seattle, WA 98195","(47.649921, -122.306355)",0,0,0,0,0
580,University of Washington D Center,(206) 685-0949,450,"Mary Gates Hall, University of Washington.  Seattle, WA 98195","(47.656761, -122.312027)",0,0,0,0,0
581,Capitol Cider,,,818 E Pike St Seattle WA 98122,"(47.614070, -122.321734)",0,0,0,0,0
582,Jive Time,,,"3506 Fremont Ave N, Seattle, WA 98103","(47.650660, -122.349890)",0,0,0,0,0
583,Silver Platters Northgate,,,"9560 1st Ave NE Seattle, WA 98115","(47.698273, -122.328456)",0,0,0,0,0
584,Zions Gate Records,,,"1100 E Pike St, Seattle, WA 98122","(47.61426, -122.317856)",0,0,0,0,0
585,Light in the Attic Records,,,"913 NW 50th St, Seattle, WA 98107","(47.664829, -122.369316)",0,0,0,0,0
586,Ravenna-Eckstein Community Center & Yesler,,,"917 E Yesler Way Seattle, WA 98122","(47.601715, -122.320429)",0,0,0,0,0
587,Silver Platters SoDo,,,"2930 1st Ave S Seattle, WA 98121",,0,0,0,0,0
588,Holy Cow Records,,,"1501 Pike Pl, Suite 325 Seattle, WA 98121","(47.608707, -122.341049)",0,0,0,0,0
589,Spin Cycle,,,"321 Broadway Ave East Seattle, WA 98102","(47.621666, -122.321304)",0,0,0,0,0
590,Hawthorne Stereo,,,"6303 Roosevelt Way NE, Seattle, WA 98115","(47.674288, -122.317353)",0,0,0,0,0
591,Bop Street Records,,,"2220 NW Market St, Seattle, WA 98107","(47.669090, -122.385796)",0,0,0,0,0
592,Golden Oldies,,," 201 NE 45th St, Seattle, WA 98105","(47.661160, -122.326927)",0,0,0,0,0
593,Tune HiFi,,,"2121 1st Ave, Seattle, WA 98121","(47.612072, -122.344917)",0,0,0,0,0
594,Mossy Bottom Records,,,"5049 Brooklyn Ave Seattle, WA 98105","(47.666290, -122.314484)",0,0,0,0,0
595,Stormy Muffin Studios,,,"219 1st Avenue S #B1 Seattle, WA 98104","(47.600216, -122.334579)",0,0,0,0,0
596,Earwig Studio,,,"74 S Lucile St Seattle, WA 98134","(47.553658, -122.335594)",0,0,0,0,0
597,C Art Gallery,,,"855 Hiawatha Place Seattle, WA 98144","(47.595090, -122.309616)",0,0,0,0,0
598,Seattle Magazine/Tiger Oak Media Inc,,,"1417 4th Ave., Suite 600 Seattle, WA 98101","(47.609505, -122.336502)",0,0,0,0,0
599,Bremelo Press,,,"1400 S. Jackson Place, Seattle, WA 98144","(47.598796, -122.313501)",0,0,0,0,0
600,Underwood Stables,,,"4306 Fremont Ave N Seattle, WA 98103","(47.659514, -122.350030)",0,0,0,0,0
601,Milagros Mexican Folk Art Gallery,,,"Pike Place Market 1530 Post Alley Seattle, WA 98101","(47.609297, -122.341213)",0,0,0,0,0
602,Thrive Art School,(206) 522-1659,1200,"6329 Ravenna Ave NE Seattle, WA 98115","(47.675001, -122.303815)",0,0,0,0,0
603,Brooklyn Frame Shop,,,"4733 Brooklyn Ave NE Seattle, WA 98105","(47.664074, -122.314514)",0,0,0,0,0
604,City Arts Magazine/Encore Media Group,,,"425 N. 85th St Seattle, WA 98103","(47.690365, -122.352966)",0,0,0,0,0
605,Glass Art Society,,,"6512 23rd Ave NW, Suite 329 Seattle, WA 98117","(47.676288, -122.385388)",0,0,0,0,0
606,Bayview Work Lofts,,,"168 Western Ave W Seattle, WA 98119","(47.619567, -122.359014)",0,0,0,0,0
607,Baas Framing Studio & The Madison Art Collective,(206) 324-4742,1200,"2703 E Madison Seattle, WA 98112","(47.622675, -122.297416)",0,0,0,0,0
608,Canvas Paint & Sip,,,"3418 Fremont Ave N Seattle, WA 98103","(47.650017, -122.349812)",0,0,0,0,0
609,Northwest Encaustic,(206) 291-7775,800,"7150 44th Ave SW Seattle, WA 98136","(47.539026, -122.388536)",0,0,0,0,0
610,The Tudor Choir,,,"2225 Eastlake Ave. E. #103 Seattle, WA 98102","(47.639149, -122.326256)",0,0,0,0,0
611,Artech,,,"2601 1st Ave Seattle, WA 98121","(47.615215, -122.350227)",0,0,0,0,0
612,10 Degrees,,750,"1312 E Union St Seattle, WA 98122","(47.612905, -122.314770)",0,0,0,0,0
613,University of Washington Husky Union Building,(206) 543-8191,262000,"4001 West Stevens Way NE Seattle, WA 98195
","(47.652168, -122.306648)",0,0,0,0,0
614,Mack 9 Music Group,,,"212 Alaskan Way S #105A Seattle, WA 98104","(47.600380, -122.335144)",0,0,0,0,0
615,Seattle Metropolitan,,,"1201 Western Ave, Suite 425 Seattle, WA 98101","(47.605728, -122.339195)",0,0,0,0,0
616,Macha Monkey Productions,,,"2222 2nd Ave #200 Seattle, WA 98121","(47.613483, -122.344756)",0,0,0,0,0
617,Senior Center of West Seattle,,,"4217 SW Oregon St. Seattle, WA 98116","(47.562884, -122.385849)",0,0,0,0,0
618,St. Clouds,,,"1131 34th Ave Seattle, WA 98122","(47.612602, -122.289642)",0,0,0,0,0
619,Seattle Metropolitan Police Museum,,,"317 3rd Ave South, Seattle, WA 98104","(47.599653, -122.330260)",0,0,0,0,0
