id,Address,Latitude,Longitude,Location 
26557,1730 N 128TH ST,47.72231776,-122.33602326,"(47.72231776, -122.33602326)"
26558,4313 EVANSTON AVE N,47.65944801,-122.35147472,"(47.65944801, -122.35147472)"
26559,1101 2ND AVE,47.60581874,-122.33665842,"(47.60581874, -122.33665842)"
26560,3528 W HOWE ST,47.63600979,-122.40202727,"(47.63600979, -122.40202727)"
26561,4426 30TH AVE W,47.66090064,-122.39582485,"(47.66090064, -122.39582485)"
26562,1101 2ND AVE,47.60581874,-122.33665842,"(47.60581874, -122.33665842)"
26563,515 WESTLAKE AVE N,47.6241378,-122.33869307,"(47.6241378, -122.33869307)"
26564,4315 EVANSTON AVE N,47.65945213,-122.35127024,"(47.65945213, -122.35127024)"
26565,2420 8TH AVE N,47.63972723,-122.342377,"(47.63972723, -122.342377)"
26566,1608 37TH AVE,47.61561016,-122.28566911,"(47.61561016, -122.28566911)"
26567,1203 NW NORCROSS WAY,47.70804949,-122.37165064,"(47.70804949, -122.37165064)"
26568,1326 5TH AVE,47.60932305,-122.33389853,"(47.60932305, -122.33389853)"
26569,9816 RAINIER AVE S,47.51440158,-122.25160428,"(47.51440158, -122.25160428)"
26570,4101 AIRPORT WAY S,47.5666481,-122.32347734,"(47.5666481, -122.32347734)"
26571,1600 7TH AVE,47.61317008,-122.33431726,"(47.61317008, -122.33431726)"
26572,7323 SAND POINT WAY NE,47.68173624,-122.26409682,"(47.68173624, -122.26409682)"
26573,1631 CALIFORNIA AVE SW,47.58832191,-122.3868274,"(47.58832191, -122.3868274)"
26574,100 N 85TH ST,47.69112475,-122.35734593,"(47.69112475, -122.35734593)"
26575,708 SUMMIT AVE E,47.6254344,-122.32481108,"(47.6254344, -122.32481108)"
26576,3063 39TH AVE W,47.6484681,-122.40697276,"(47.6484681, -122.40697276)"
26577,820 W HALLADAY ST,47.64219753,-122.368685,"(47.64219753, -122.368685)"
26578,4003 W BRIARCLIFF LN,47.64792122,-122.40826321,"(47.64792122, -122.40826321)"
26579,4005 W BRIARCLIFF LN,47.64792952,-122.40846432,"(47.64792952, -122.40846432)"
26580,711 2ND AVE,47.60331562,-122.33390674,"(47.60331562, -122.33390674)"
26581,424 SUMMIT AVE E,47.62281918,-122.32493341,"(47.62281918, -122.32493341)"
26582,3101 17TH AVE S,47.57581676,-122.31109407,"(47.57581676, -122.31109407)"
26583,5900 AIRPORT WAY S,47.54957629,-122.31659536,"(47.54957629, -122.31659536)"
26584,2820 MAGNOLIA BLVD W,47.6462072,-122.41383839,"(47.6462072, -122.41383839)"
26585,2820 MAGNOLIA BLVD W,47.6462072,-122.41383839,"(47.6462072, -122.41383839)"
26586,6644 EAST GREEN LAKE WAY N,47.67817067,-122.33076135,"(47.67817067, -122.33076135)"
26587,13740 19TH AVE NE,47.72970788,-122.30821655,"(47.72970788, -122.30821655)"
26588,1420 5TH AVE,47.6105508,-122.33467931,"(47.6105508, -122.33467931)"
26589,5065 NE LAURELCREST LN,47.65577238,-122.27266775,"(47.65577238, -122.27266775)"
26590,1420 5TH AVE,47.6105508,-122.33467931,"(47.6105508, -122.33467931)"
26591,1601 E COLUMBIA ST,47.60899401,-122.31133827,"(47.60899401, -122.31133827)"
26592,3627 27TH AVE S,47.57064963,-122.29808216,"(47.57064963, -122.29808216)"
26593,2307 NW 97TH ST,47.699499,-122.38574526,"(47.699499, -122.38574526)"
26594,4257 9TH AVE NE,47.65919218,-122.31905619,"(47.65919218, -122.31905619)"
26595,134 26TH AVE E,47.62000164,-122.29835936,"(47.62000164, -122.29835936)"
26596,8218 CORLISS AVE N,47.68927377,-122.33074416,"(47.68927377, -122.33074416)"
26597,1119 33RD AVE S,47.59285457,-122.29067999,"(47.59285457, -122.29067999)"
26598,7004 BEACH DR SW,47.54034904,-122.39625397,"(47.54034904, -122.39625397)"
26599,5505 BROOKLYN AVE NE,47.66876862,-122.3144259,"(47.66876862, -122.3144259)"
26600,12600 STONE AVE N,47.72134158,-122.34103034,"(47.72134158, -122.34103034)"
26601,13730 LAKE CITY WAY NE,47.72943418,-122.2915677,"(47.72943418, -122.2915677)"
26602,13730 LAKE CITY WAY NE,47.72943418,-122.2915677,"(47.72943418, -122.2915677)"
26603,306 NW 113TH PL,47.71210788,-122.36171454,"(47.71210788, -122.36171454)"
26604,4205 9TH AVE NW,47.65826046,-122.3683175,"(47.65826046, -122.3683175)"
26605,6951 M L KING JR WAY S,47.5392283,-122.28296189,"(47.5392283, -122.28296189)"
26606,7014 BROOKLYN AVE NE,47.67992981,-122.31416187,"(47.67992981, -122.31416187)"
26607,1313 4TH AVE W,47.63091982,-122.36211716,"(47.63091982, -122.36211716)"
26608,1313 4TH AVE W,47.63091982,-122.36211716,"(47.63091982, -122.36211716)"
26609,6257 43RD AVE NE,47.67561479,-122.2825356,"(47.67561479, -122.2825356)"
26610,7712 57TH AVE NE,47.68516216,-122.26686314,"(47.68516216, -122.26686314)"
26611,711 2ND AVE,47.60331562,-122.33390674,"(47.60331562, -122.33390674)"
26612,325 9TH AVE,47.60399886,-122.32378355,"(47.60399886, -122.32378355)"
26613,714 E PIKE ST,47.61445083,-122.32272831,"(47.61445083, -122.32272831)"
26614,9510 LAKE SHORE BLVD NE,47.69772123,-122.2732272,"(47.69772123, -122.2732272)"
26615,7309 19TH AVE NW,47.68165154,-122.38133813,"(47.68165154, -122.38133813)"
26616,700 BROADWAY E,47.6254667,-122.32086487,"(47.6254667, -122.32086487)"
26617,1111 3RD AVE,47.60655975,-122.33534639,"(47.60655975, -122.33534639)"
26618,7506 32ND AVE NW,47.68335699,-122.39802484,"(47.68335699, -122.39802484)"
26619,3360 EAST LAURELHURST DR NE,47.65294629,-122.27693255,"(47.65294629, -122.27693255)"
26620,1301 5TH AVE,47.60896713,-122.33482136,"(47.60896713, -122.33482136)"
26621,9051 20TH AVE SW,47.52136692,-122.35947138,"(47.52136692, -122.35947138)"
26622,9055 20TH AVE SW,47.52125293,-122.35949168,"(47.52125293, -122.35949168)"
26623,1007 NW 65TH ST,47.67582732,-122.37017209,"(47.67582732, -122.37017209)"
26624,2040 WAVERLY PL N,47.63766943,-122.34214384,"(47.63766943, -122.34214384)"
26625,117 N 75TH ST,47.68310933,-122.35718806,"(47.68310933, -122.35718806)"
26626,3401 WEST MARGINAL WAY SW,47.57317827,-122.36464493,"(47.57317827, -122.36464493)"
26627,1222 E MADISON ST,47.61338199,-122.3159478,"(47.61338199, -122.3159478)"
26628,1260 MERCER ST,47.62440471,-122.33158745,"(47.62440471, -122.33158745)"
26629,8023 20TH AVE NE,47.68739543,-122.30709247,"(47.68739543, -122.30709247)"
26630,6206 21ST AVE NE,47.67361887,-122.30519269,"(47.67361887, -122.30519269)"
26631,4402 38TH AVE SW,47.56453392,-122.37978979,"(47.56453392, -122.37978979)"
26632,10241 CALIFORNIA AVE SW,47.51075446,-122.38761801,"(47.51075446, -122.38761801)"
26633,94 PIKE ST,47.60896041,-122.34053781,"(47.60896041, -122.34053781)"
26634,7330 21ST AVE NE,47.68220537,-122.30502341,"(47.68220537, -122.30502341)"
26635,2309 BOYLSTON AVE E,47.64007739,-122.32383112,"(47.64007739, -122.32383112)"
26636,1620 12TH AVE,47.61604972,-122.31651347,"(47.61604972, -122.31651347)"
26637,900 POPLAR PL S,47.59388804,-122.31125661,"(47.59388804, -122.31125661)"
26638,1522 N 107TH ST,47.70704877,-122.33834184,"(47.70704877, -122.33834184)"
26639,2601 NE 46TH ST,47.6615389,-122.29926621,"(47.6615389, -122.29926621)"
26640,7338 17TH AVE SW,47.53595166,-122.35591948,"(47.53595166, -122.35591948)"
26641,4408 THACKERAY PL NE,47.66053057,-122.32595726,"(47.66053057, -122.32595726)"
26642,666 NE 42ND ST,47.657744,-122.32113091,"(47.657744, -122.32113091)"
26643,2558 7TH AVE W,47.64230765,-122.36597198,"(47.64230765, -122.36597198)"
26644,2116 1ST AVE W,47.63777429,-122.35798757,"(47.63777429, -122.35798757)"
26645,5570 15TH AVE S,47.5513986,-122.31320242,"(47.5513986, -122.31320242)"
26646,1100 OLIVE WAY,47.61597954,-122.33086962,"(47.61597954, -122.33086962)"
26647,12730 9TH AVE NW,47.72234974,-122.36733143,"(47.72234974, -122.36733143)"
26648,1300 N 97TH ST,47.69978624,-122.34162244,"(47.69978624, -122.34162244)"
26649,1123 24TH AVE S,47.59243477,-122.30175574,"(47.59243477, -122.30175574)"
26650,549 S DAWSON ST,47.5551586,-122.32751234,"(47.5551586, -122.32751234)"
26651,1260 MERCER ST,47.62440471,-122.33158745,"(47.62440471, -122.33158745)"
26652,923 N 101ST ST,47.70196665,-122.34635388,"(47.70196665, -122.34635388)"
26653,1111 3RD AVE,47.60655975,-122.33534639,"(47.60655975, -122.33534639)"
26654,1100 DEXTER AVE N,47.62929639,-122.34195105,"(47.62929639, -122.34195105)"
26655,353 NW 74TH ST,47.68236883,-122.36292586,"(47.68236883, -122.36292586)"
26656,3915 42ND AVE SW,47.56877213,-122.38576344,"(47.56877213, -122.38576344)"
26657,4529 4TH AVE NE,47.66225258,-122.32438513,"(47.66225258, -122.32438513)"
26658,5807 6TH AVE NW,47.67116474,-122.3642795,"(47.67116474, -122.3642795)"
26659,1113 6TH AVE,47.60809848,-122.33212985,"(47.60809848, -122.33212985)"
26660,720 S FOREST ST,47.57805814,-122.32326144,"(47.57805814, -122.32326144)"
26661,6301 WOODLAWN AVE N,47.67433409,-122.33380965,"(47.67433409, -122.33380965)"
26662,13218 42ND AVE NE,47.72518662,-122.28225699,"(47.72518662, -122.28225699)"
26663,13216 42ND AVE NE,47.72515233,-122.28175959,"(47.72515233, -122.28175959)"
26664,13212 42ND AVE NE,47.72504237,-122.28231147,"(47.72504237, -122.28231147)"
26665,122 27TH AVE E,47.61961085,-122.29686161,"(47.61961085, -122.29686161)"
26666,124 27TH AVE E,47.61960775,-122.2970095,"(47.61960775, -122.2970095)"
26667,120 27TH AVE E,47.6196215,-122.29672711,"(47.6196215, -122.29672711)"
26668,13214 42ND AVE NE,47.72505576,-122.28182253,"(47.72505576, -122.28182253)"
26669,2817 11TH AVE E,47.64619987,-122.31874951,"(47.64619987, -122.31874951)"
26670,4058 S MYRTLE ST,47.539075,-122.28147097,"(47.539075, -122.28147097)"
26671,2608 10TH AVE E,47.64350918,-122.31932438,"(47.64350918, -122.31932438)"
26672,100 E EDGAR ST,47.64466664,-122.32729999,"(47.64466664, -122.32729999)"
26673,5220 S JUNEAU ST,47.54991008,-122.26638906,"(47.54991008, -122.26638906)"
26674,2112 6TH AVE W,47.63822526,-122.36463526,"(47.63822526, -122.36463526)"
26675,2112 6TH AVE W,47.63822526,-122.36463526,"(47.63822526, -122.36463526)"
26676,534 WESTLAKE AVE N,47.62438038,-122.33803863,"(47.62438038, -122.33803863)"
26677,2157 N NORTHLAKE WAY,47.64835029,-122.33188991,"(47.64835029, -122.33188991)"
26678,706 N 87TH ST,47.69223575,-122.34949,"(47.69223575, -122.34949)"
26679,727 37TH AVE,47.60879616,-122.28651011,"(47.60879616, -122.28651011)"
26680,500 4TH AVE,47.60290729,-122.32928683,"(47.60290729, -122.32928683)"
26681,325 9TH AVE,47.60399886,-122.32378355,"(47.60399886, -122.32378355)"
26682,3876 BRIDGE WAY N,47.65380862,-122.34354706,"(47.65380862, -122.34354706)"
26683,1105 E FIR ST,47.60246647,-122.31772324,"(47.60246647, -122.31772324)"
26684,1419 3RD AVE,47.60933818,-122.33787262,"(47.60933818, -122.33787262)"
26685,900 UNIVERSITY ST,47.61089077,-122.32933488,"(47.61089077, -122.32933488)"
26686,202 W PROSPECT ST,47.62899262,-122.35955007,"(47.62899262, -122.35955007)"
26687,4712 25TH AVE SW,47.56063328,-122.36392244,"(47.56063328, -122.36392244)"
26688,2500 SW BARTON ST,47.52254474,-122.36628417,"(47.52254474, -122.36628417)"
26689,6728 4TH AVE NW,47.67859501,-122.36126699,"(47.67859501, -122.36126699)"
26690,1225 NW 119TH ST,47.71496952,-122.37308909,"(47.71496952, -122.37308909)"
26691,4131 BEACH DR SW,47.56665913,-122.40928609,"(47.56665913, -122.40928609)"
26692,2401 UTAH AVE S,47.58181846,-122.33535751,"(47.58181846, -122.33535751)"
26693,400 FAIRVIEW AVE N,47.62251637,-122.33391663,"(47.62251637, -122.33391663)"
26694,7322 21ST AVE NE,47.68206625,-122.30487851,"(47.68206625, -122.30487851)"
26695,7322 21ST AVE NE,47.68206625,-122.30487851,"(47.68206625, -122.30487851)"
26696,1918 4TH AVE,47.61290951,-122.33917971,"(47.61290951, -122.33917971)"
26697,3026 SW AVALON WAY,47.56686654,-122.37153902,"(47.56686654, -122.37153902)"
26698,134 26TH AVE E,47.62000164,-122.29835936,"(47.62000164, -122.29835936)"
26699,12703 37TH AVE NE,47.72134649,-122.28920117,"(47.72134649, -122.28920117)"
26700,10808 27TH AVE NE,47.70770133,-122.2991446,"(47.70770133, -122.2991446)"
26701,2124 2ND AVE,47.61325495,-122.34371821,"(47.61325495, -122.34371821)"
26702,1205 2ND AVE,47.60669167,-122.33701094,"(47.60669167, -122.33701094)"
26703,6534 4TH AVE NW,47.67706003,-122.36122937,"(47.67706003, -122.36122937)"
26704,420 QUEEN ANNE AVE N,47.62278076,-122.35640398,"(47.62278076, -122.35640398)"
26705,508 N 103RD ST,47.70384093,-122.35237678,"(47.70384093, -122.35237678)"
26706,2336 15TH AVE S,47.58174973,-122.31313739,"(47.58174973, -122.31313739)"
26707,508 34TH AVE,47.6060983,-122.28922279,"(47.6060983, -122.28922279)"
26708,9800 4TH AVE NE,47.70087549,-122.32380221,"(47.70087549, -122.32380221)"
26709,6408 ROOSEVELT WAY NE,47.67526173,-122.31705134,"(47.67526173, -122.31705134)"
26710,1728 45TH AVE SW,47.58713975,-122.38868208,"(47.58713975, -122.38868208)"
26711,330 N 78TH ST,47.68566469,-122.35391448,"(47.68566469, -122.35391448)"
26712,9600 COLLEGE WAY N,47.69936679,-122.33402554,"(47.69936679, -122.33402554)"
26713,9600 COLLEGE WAY N,47.69936679,-122.33402554,"(47.69936679, -122.33402554)"
26714,3211 M L KING JR WAY S,47.57470228,-122.29737829,"(47.57470228, -122.29737829)"
26715,401 N 130TH ST,47.72299758,-122.35380389,"(47.72299758, -122.35380389)"
26716,3020 44TH AVE SW,47.57630228,-122.38767939,"(47.57630228, -122.38767939)"
26717,4209 INTERLAKE AVE N,47.65836439,-122.34111924,"(47.65836439, -122.34111924)"
26718,2825 MOUNT ST HELENS PL S,47.57747971,-122.28681195,"(47.57747971, -122.28681195)"
26719,4257 9TH AVE NE,47.65919218,-122.31905619,"(47.65919218, -122.31905619)"
26720,12339 15TH AVE NE,47.71873494,-122.31301623,"(47.71873494, -122.31301623)"
26721,330 N 78TH ST,47.68566469,-122.35391448,"(47.68566469, -122.35391448)"
26722,1417 QUEEN ANNE AVE N,47.6320332,-122.35703662,"(47.6320332, -122.35703662)"
26723,1057 S DIRECTOR ST,47.52153853,-122.31792445,"(47.52153853, -122.31792445)"
26724,6900 WEEDIN PL NE,47.67930699,-122.32201451,"(47.67930699, -122.32201451)"
26725,9203 PHINNEY AVE N,47.69618286,-122.35429804,"(47.69618286, -122.35429804)"
26726,714 28TH AVE S,47.59624999,-122.29612553,"(47.59624999, -122.29612553)"
26727,1717 SUNSET AVE SW,47.58771082,-122.39236633,"(47.58771082, -122.39236633)"
26728,2004 DEXTER AVE N,47.63701524,-122.34219377,"(47.63701524, -122.34219377)"
26729,2004 DEXTER AVE N,47.63701524,-122.34219377,"(47.63701524, -122.34219377)"
26730,2347A MINOR AVE E,47.64112119,-122.32888489,"(47.64112119, -122.32888489)"
26731,2132 3RD AVE,47.61396052,-122.34319428,"(47.61396052, -122.34319428)"
26732,700 BROADWAY E,47.6254667,-122.32086487,"(47.6254667, -122.32086487)"
26733,1705 NE PACIFIC ST,47.65034994,-122.30908696,"(47.65034994, -122.30908696)"
26734,1546 PALM AVE SW,47.58934815,-122.38321487,"(47.58934815, -122.38321487)"
26735,2619 NW 97TH ST,47.69919341,-122.39170194,"(47.69919341, -122.39170194)"
26736,700 FAIRVIEW AVE N,47.62572461,-122.33390848,"(47.62572461, -122.33390848)"
26737,10015 WALLINGFORD AVE N,47.70186195,-122.33651104,"(47.70186195, -122.33651104)"
26738,5129 48TH AVE NE,47.66687296,-122.27630894,"(47.66687296, -122.27630894)"
26739,1108 NW 52ND ST,47.66669739,-122.37122887,"(47.66669739, -122.37122887)"
26740,5129 48TH AVE NE,47.66687296,-122.27630894,"(47.66687296, -122.27630894)"
26741,101 STEWART ST,47.61029752,-122.34090346,"(47.61029752, -122.34090346)"
26742,6853 28TH AVE NE,47.67915582,-122.29772532,"(47.67915582, -122.29772532)"
26743,3220 SW GENESEE ST,47.56530748,-122.37479877,"(47.56530748, -122.37479877)"
26744,1100 OLIVE WAY,47.61597954,-122.33086962,"(47.61597954, -122.33086962)"
26745,701 N 83RD ST,47.68890877,-122.34975207,"(47.68890877, -122.34975207)"
26746,1818 8TH AVE W,47.63540024,-122.36737369,"(47.63540024, -122.36737369)"
26747,2048 NW 64TH ST,47.67550841,-122.3842953,"(47.67550841, -122.3842953)"
26748,2046 NW 64TH ST,47.67543652,-122.38433016,"(47.67543652, -122.38433016)"
26749,2048 NW 64TH ST,47.67550841,-122.3842953,"(47.67550841, -122.3842953)"
26750,2050 NW 64TH ST,47.67550966,-122.38437816,"(47.67550966, -122.38437816)"
26751,800 UNION ST,47.61195348,-122.33168608,"(47.61195348, -122.33168608)"
26752,1520 13TH AVE,47.61481147,-122.31537158,"(47.61481147, -122.31537158)"
26753,1323 E PINE ST,47.61510872,-122.31462787,"(47.61510872, -122.31462787)"
26754,7107 58TH AVE NE,47.68049908,-122.26627979,"(47.68049908, -122.26627979)"
26755,411 HIGHLAND DR,47.62956232,-122.34821227,"(47.62956232, -122.34821227)"
26756,6505 CALIFORNIA AVE SW,47.5445643,-122.38750811,"(47.5445643, -122.38750811)"
26757,9262 RAINIER AVE S,47.52095279,-122.26826185,"(47.52095279, -122.26826185)"
26758,830 4TH AVE S,47.59502036,-122.3285303,"(47.59502036, -122.3285303)"
26759,6049 NE KESWICK DR,47.66831327,-122.26129857,"(47.66831327, -122.26129857)"
26760,7521 BAGLEY AVE N,47.68406198,-122.3319162,"(47.68406198, -122.3319162)"
26761,9030 40TH AVE SW,47.5219413,-122.38290067,"(47.5219413, -122.38290067)"
26762,2134 WAVERLY PL N,47.63887861,-122.34274118,"(47.63887861, -122.34274118)"
26763,2216 SW ORCHARD ST,47.53791254,-122.36204846,"(47.53791254, -122.36204846)"
26764,2601 ELLIOTT AVE,47.61429877,-122.35264196,"(47.61429877, -122.35264196)"
26765,4055 8TH AVE NE,47.65725553,-122.32008031,"(47.65725553, -122.32008031)"
26766,1939 WALNUT AVE SW,47.58565648,-122.38292754,"(47.58565648, -122.38292754)"
26767,4055 8TH AVE NE,47.65725553,-122.32008031,"(47.65725553, -122.32008031)"
26768,1420 5TH AVE,47.6105508,-122.33467931,"(47.6105508, -122.33467931)"
26769,2006 NW MARKET ST,47.66894498,-122.38242973,"(47.66894498, -122.38242973)"
26770,4111 36TH AVE NE,47.65888863,-122.28949154,"(47.65888863, -122.28949154)"
26771,1222 NW CULBERTSON DR,47.73116868,-122.37202221,"(47.73116868, -122.37202221)"
26772,756 JOHN ST,47.62001578,-122.34197672,"(47.62001578, -122.34197672)"
26773,3032 SW HOLLY ST,47.54299222,-122.37214296,"(47.54299222, -122.37214296)"
26774,325 5TH AVE N,47.621476,-122.34818929,"(47.621476, -122.34818929)"
26775,3811 47TH AVE SW,47.5698087,-122.39245491,"(47.5698087, -122.39245491)"
26776,7342 30TH AVE SW,47.53607056,-122.37091534,"(47.53607056, -122.37091534)"
26777,1745 24TH AVE S,47.58718312,-122.30214081,"(47.58718312, -122.30214081)"
26778,936 N 72ND ST,47.68133369,-122.34527502,"(47.68133369, -122.34527502)"
26779,5049 25TH AVE SW,47.55603346,-122.36456184,"(47.55603346, -122.36456184)"
26780,91 S JACKSON ST,47.59904379,-122.3351685,"(47.59904379, -122.3351685)"
26781,6801 25TH AVE NE,47.67775171,-122.30096308,"(47.67775171, -122.30096308)"
26782,7713 19TH AVE NW,47.68544792,-122.3813584,"(47.68544792, -122.3813584)"
26783,163 NW 70TH ST,47.67935202,-122.35910422,"(47.67935202, -122.35910422)"
26784,345 BOREN AVE N,47.62180794,-122.33625748,"(47.62180794, -122.33625748)"
26785,6053 ATLAS PL SW,47.54757716,-122.39735607,"(47.54757716, -122.39735607)"
26786,800 MAYNARD AVE S,47.59554905,-122.32472197,"(47.59554905, -122.32472197)"
26787,1424 4TH AVE,47.61005381,-122.33611725,"(47.61005381, -122.33611725)"
26788,1732 LAKE WASHINGTON BLVD,47.6172892,-122.2814233,"(47.6172892, -122.2814233)"
26789,5337 SW ORLEANS ST,47.57091762,-122.40177898,"(47.57091762, -122.40177898)"
26790,5337 SW ORLEANS ST,47.57091762,-122.40177898,"(47.57091762, -122.40177898)"
26791,120 HARVARD AVE E,47.61933063,-122.32185166,"(47.61933063, -122.32185166)"
26792,2021 E MERCER ST,47.62424325,-122.30506585,"(47.62424325, -122.30506585)"
26793,4115 ROOSEVELT WAY NE,47.65732103,-122.31828906,"(47.65732103, -122.31828906)"
26794,4015 4TH AVE NE,47.65602889,-122.32485326,"(47.65602889, -122.32485326)"
26795,324 NE 54TH ST,47.66805394,-122.3245297,"(47.66805394, -122.3245297)"
26796,8014 44TH AVE NE,47.68711952,-122.28077517,"(47.68711952, -122.28077517)"
26797,2347C MINOR AVE E,47.6411172,-122.3286364,"(47.6411172, -122.3286364)"
26798,2347B MINOR AVE E,47.64111906,-122.32876034,"(47.64111906, -122.32876034)"
26799,2211 E MADISON ST,47.61799488,-122.30321003,"(47.61799488, -122.30321003)"
26800,1515 NW LEARY WAY,47.66341745,-122.37706945,"(47.66341745, -122.37706945)"
26801,1000 2ND AVE,47.6056731,-122.33512466,"(47.6056731, -122.33512466)"
26802,6523 NE WINDERMERE RD,47.67065488,-122.25686727,"(47.67065488, -122.25686727)"
26803,2301 N 61ST ST,47.67278332,-122.33073902,"(47.67278332, -122.33073902)"
26804,2925 FAIRVIEW AVE E,47.64868312,-122.3256587,"(47.64868312, -122.3256587)"
26805,2925 1ST AVE S,47.57686036,-122.33456354,"(47.57686036, -122.33456354)"
26806,9011 8TH AVE NW,47.69466923,-122.36641319,"(47.69466923, -122.36641319)"
26807,1220 HOWELL ST,47.61770123,-122.33061198,"(47.61770123, -122.33061198)"
26808,516 YALE AVE N,47.62370525,-122.33015574,"(47.62370525, -122.33015574)"
26809,441 27TH AVE E,47.62377408,-122.29803319,"(47.62377408, -122.29803319)"
26810,705 5TH AVE S,47.59634748,-122.32808465,"(47.59634748, -122.32808465)"
26811,9051 20TH AVE SW,47.52136692,-122.35947138,"(47.52136692, -122.35947138)"
26812,4411 STONE WAY N,47.6604524,-122.34246851,"(47.6604524, -122.34246851)"
26813,11627 1ST AVE NW,47.71371895,-122.35850508,"(47.71371895, -122.35850508)"
26814,417 DENNY WAY,47.61845536,-122.34786875,"(47.61845536, -122.34786875)"
26815,6701 6TH AVE S,47.54379887,-122.32639248,"(47.54379887, -122.32639248)"
26816,4342 31ST AVE S,47.5645798,-122.29340645,"(47.5645798, -122.29340645)"
26817,704 TERRY AVE,47.60709544,-122.32417861,"(47.60709544, -122.32417861)"
26818,207 BOREN AVE N,47.62037756,-122.33628748,"(47.62037756, -122.33628748)"
26819,440 TERRY AVE N,47.62296493,-122.33621661,"(47.62296493, -122.33621661)"
26820,13241 37TH AVE NE,47.72586813,-122.2889916,"(47.72586813, -122.2889916)"
26821,901 3RD AVE,47.60505199,-122.33428775,"(47.60505199, -122.33428775)"
26822,3508 S OREGON ST,47.56297321,-122.2887427,"(47.56297321, -122.2887427)"
26823,2101 WOLFE PL W,47.63784508,-122.39929734,"(47.63784508, -122.39929734)"
26824,2335 W NEWTON ST,47.63682527,-122.38772595,"(47.63682527, -122.38772595)"
26825,235 13TH AVE E,47.6209228,-122.3158736,"(47.6209228, -122.3158736)"
26826,102 N 73RD ST,47.68201223,-122.35775196,"(47.68201223, -122.35775196)"
26827,4358 LEARY WAY NW,47.66041358,-122.36544012,"(47.66041358, -122.36544012)"
26828,8809 2ND AVE NE,47.69251016,-122.32737194,"(47.69251016, -122.32737194)"
26829,2401 UTAH AVE S,47.58181846,-122.33535751,"(47.58181846, -122.33535751)"
26830,4724 CALIFORNIA AVE SW,47.56013448,-122.38642978,"(47.56013448, -122.38642978)"
26831,10330 MERIDIAN AVE N,47.70449716,-122.33273925,"(47.70449716, -122.33273925)"
26832,3914 NE 51ST ST,47.66632612,-122.28502706,"(47.66632612, -122.28502706)"
26833,3212 PORTAGE BAY PL E,47.6507093,-122.31954659,"(47.6507093, -122.31954659)"
26834,3212 PORTAGE BAY PL E,47.6507093,-122.31954659,"(47.6507093, -122.31954659)"
26835,2816 PATTEN PL W,47.64531523,-122.38640835,"(47.64531523, -122.38640835)"
26836,4608 LAKE WASHINGTON BLVD S,47.56173976,-122.26727866,"(47.56173976, -122.26727866)"
26837,7748 DIBBLE AVE NW,47.68655298,-122.36699437,"(47.68655298, -122.36699437)"
26838,1718 PALM AVE SW,47.58739139,-122.38490365,"(47.58739139, -122.38490365)"
26839,3212 PORTAGE BAY PL E,47.6507093,-122.31954659,"(47.6507093, -122.31954659)"
26840,4224 51ST AVE S,47.56449206,-122.26909388,"(47.56449206, -122.26909388)"
26841,10263 MAPLEWOOD PL SW,47.51041126,-122.39296081,"(47.51041126, -122.39296081)"
26842,1818 20TH AVE,47.61824505,-122.30589614,"(47.61824505, -122.30589614)"
26843,110 UNION ST,47.60821411,-122.33900707,"(47.60821411, -122.33900707)"
26844,623 HILLSIDE DR E,47.62552649,-122.28530236,"(47.62552649, -122.28530236)"
26845,110 UNION ST,47.60821411,-122.33900707,"(47.60821411, -122.33900707)"
26846,700 MINOR AVE,47.60818401,-122.32167792,"(47.60818401, -122.32167792)"
26847,1600 E BOSTON TER,47.63785422,-122.31274986,"(47.63785422, -122.31274986)"
26848,111 W HARRISON ST,47.62194594,-122.35862104,"(47.62194594, -122.35862104)"
26849,10352 SAND POINT WAY NE,47.70443535,-122.27741323,"(47.70443535, -122.27741323)"
26850,9709 3RD AVE NE,47.69917859,-122.32681835,"(47.69917859, -122.32681835)"
26851,1525 19TH AVE,47.61490167,-122.30808086,"(47.61490167, -122.30808086)"
26852,1525 19TH AVE,47.61490167,-122.30808086,"(47.61490167, -122.30808086)"
26853,1525 19TH AVE,47.61490167,-122.30808086,"(47.61490167, -122.30808086)"
26854,12544 15TH AVE NE,47.72066643,-122.31229973,"(47.72066643, -122.31229973)"
26855,3002 37TH AVE W,47.64702308,-122.40443415,"(47.64702308, -122.40443415)"
26856,7800 DETROIT AVE SW,47.53275425,-122.33643312,"(47.53275425, -122.33643312)"
26857,849 NE 98TH ST,47.70008003,-122.31832319,"(47.70008003, -122.31832319)"
26858,4520 CALIFORNIA AVE SW,47.56220895,-122.38648964,"(47.56220895, -122.38648964)"
26859,3031 14TH AVE W,47.64760119,-122.37515159,"(47.64760119, -122.37515159)"
26860,5766 65TH AVE NE,47.67189209,-122.25780238,"(47.67189209, -122.25780238)"
26861,3360 EAST LAURELHURST DR NE,47.65294629,-122.27693255,"(47.65294629, -122.27693255)"
26862,200 10TH AVE E,47.62008154,-122.31924602,"(47.62008154, -122.31924602)"
26863,1906 NE 45TH ST,47.66149773,-122.30689199,"(47.66149773, -122.30689199)"
26864,301 NE NORTHGATE WAY,47.70619241,-122.32587611,"(47.70619241, -122.32587611)"
26865,1616 EASTLAKE AVE E,47.63451652,-122.32506448,"(47.63451652, -122.32506448)"
