id,ApplicationDate,DecisionDate,Appealed,Status
4673,01/13/2009,04/14/2009,N,Permit Finaled
4674,01/13/2009,04/14/2009,N,Permit Finaled
4675,01/12/2009,05/21/2009,N,Permit Finaled
4676,01/12/2009,07/09/2009,N,Permit Closed
4677,01/09/2009,03/05/2009,N,Permit Finaled
4678,01/09/2009,10/15/2009,N,CANCELLED
4679,01/09/2009,02/17/2009,N,Permit Closed
4680,01/08/2009,02/10/2009,N,Permit Closed
4681,01/08/2009,03/18/2010,N,Permit Finaled
4682,01/08/2009,02/23/2009,N,Permit Closed
4683,01/06/2009,02/12/2009,N,Permit Finaled
4684,01/06/2009,06/01/2009,N,Permit Issued
4685,01/05/2009,06/14/2010,N,CANCELLED
4686,01/05/2009,,N,CANCELLED
4687,01/02/2009,05/21/2009,N,Permit Closed
4688,12/30/2008,05/26/2009,N,Permit Closed
4689,09/29/2008,02/05/2009,N,Permit Closed
4690,12/29/2008,11/12/2009,N,Permit Closed
4691,12/25/2008,01/17/2012,N,Permit Closed
4692,12/19/2008,,N,CANCELLED
4693,12/19/2008,04/09/2009,N,Permit Closed
4694,12/18/2008,07/02/2009,N,Permit Closed
4695,12/16/2008,09/29/2009,N,Permit Finaled
4696,12/16/2008,06/19/2009,N,Permit Closed
4697,12/15/2008,,N,CANCELLED
4698,12/12/2008,02/26/2009,N,Permit Finaled
4699,12/12/2008,03/19/2009,N,Permit Issued
4700,12/10/2008,04/03/2009,N,Permit Closed
4701,12/09/2008,01/26/2009,N,Permit Finaled
4702,12/05/2008,12/21/2009,N,CANCELLED
4703,12/05/2008,01/26/2009,N,Permit Finaled
4704,12/03/2008,,N,CANCELLED
4705,12/03/2008,08/13/2009,Y,CANCELLED
4706,12/03/2008,11/23/2009,N,Permit Closed
4707,12/03/2008,07/15/2010,N,Permit Issued
4708,12/02/2008,12/19/2011,N,CANCELLED
4709,11/26/2008,01/22/2009,N,Permit Closed
4710,11/26/2008,06/01/2009,Y,Permit Closed
4711,11/25/2008,02/25/2010,N,Permit Issued
4712,11/24/2008,01/26/2009,N,Permit Closed
4713,11/24/2008,01/26/2009,N,Permit Closed
4714,11/24/2008,01/07/2010,N,Permit Closed
4715,09/29/2008,,N,CANCELLED
4716,11/24/2008,02/26/2009,N,Permit Finaled
4717,11/24/2008,02/23/2009,N,Permit Issued
4718,11/24/2008,01/07/2010,N,Permit Issued
4719,11/21/2008,05/19/2010,N,Permit Closed
4720,11/21/2008,02/12/2009,N,Permit Finaled
4721,11/21/2008,04/09/2009,Y,Permit Closed
4722,11/21/2008,05/21/2009,N,Permit Closed
4723,11/19/2008,01/30/2009,N,Permit Finaled
4724,11/19/2008,01/02/2015,N,Permit Closed
4725,11/19/2008,06/25/2009,N,Permit Finaled
4726,11/18/2008,10/01/2009,N,Permit Finaled
4727,11/17/2008,03/17/2009,N,Permit Closed
4728,,,N,
4729,11/17/2008,02/19/2009,N,Permit Closed
4730,11/14/2008,02/05/2009,N,Permit Finaled
4731,11/14/2008,02/23/2009,N,Permit Closed
4732,11/14/2008,02/26/2009,N,Permit Closed
4733,11/12/2008,03/10/2009,N,CANCELLED
4734,11/12/2008,02/12/2009,N,Permit Closed
4735,11/12/2008,10/15/2009,N,Permit Closed
4736,11/10/2008,03/05/2009,N,Permit Closed
4737,11/07/2008,02/25/2009,N,Permit Finaled
4738,11/07/2008,,N,CANCELLED
4739,11/07/2008,01/08/2009,N,Permit Finaled
4740,11/07/2008,,N,CANCELLED
4741,11/07/2008,,N,CANCELLED
4742,09/17/2008,12/17/2009,N,CANCELLED
4743,11/05/2008,,N,CANCELLED
4744,11/05/2008,12/15/2008,N,Permit Closed
4745,11/05/2008,01/26/2009,N,Permit Finaled
4746,11/04/2008,,N,CANCELLED
4747,11/04/2008,12/24/2008,N,Permit Finaled
4748,11/04/2008,12/24/2008,N,Permit Finaled
4749,11/04/2008,10/07/2010,N,Permit Closed
4750,11/03/2008,,N,CANCELLED
4751,11/03/2008,02/19/2009,N,Permit Closed
4752,11/03/2008,06/23/2011,N,Permit Issued
4753,11/03/2008,06/23/2011,N,Permit Issued
4754,09/10/2008,04/23/2009,N,Permit Closed
4755,10/31/2008,07/02/2009,N,Permit Finaled
4756,10/31/2008,03/26/2009,N,Permit Issued
4757,10/29/2008,03/16/2009,N,Permit Finaled
4758,10/29/2008,04/03/2009,N,Permit Closed
4759,10/28/2008,07/24/2015,N,Permit Closed
4760,10/28/2008,01/29/2009,N,Permit Finaled
4761,10/28/2008,01/22/2009,N,Permit Finaled
4762,10/28/2008,01/22/2009,N,Permit Finaled
4763,10/28/2008,05/27/2010,N,Permit Issued
4764,10/27/2008,06/10/2009,N,Permit Finaled
4765,10/27/2008,,N,CANCELLED
4766,10/27/2008,01/20/2009,N,Permit Closed
4767,10/24/2008,04/03/2009,N,Permit Closed
4768,10/21/2008,01/22/2009,N,Permit Finaled
4769,10/21/2008,01/15/2009,N,Permit Closed
4770,10/20/2008,,N,CANCELLED
4771,10/17/2008,01/26/2009,N,Permit Closed
4772,10/17/2008,01/26/2009,N,Permit Closed
4773,10/17/2008,02/02/2009,N,Permit Finaled
4774,10/17/2008,01/09/2009,N,Permit Issued
4775,10/17/2008,07/09/2009,N,Permit Finaled
4776,10/17/2008,03/26/2009,N,Permit Issued
4777,10/15/2008,01/26/2009,N,Permit Finaled
4778,10/15/2008,11/18/2010,N,Permit Closed
4779,10/14/2008,12/18/2008,N,Permit Finaled
4780,08/29/2008,02/05/2009,N,Permit Closed
4781,10/14/2008,01/08/2009,N,Permit Finaled
4782,10/14/2008,08/31/2009,N,Permit Closed
4783,10/14/2008,04/02/2009,N,Permit Issued
4784,10/13/2008,03/30/2009,N,Permit Finaled
4785,10/13/2008,04/20/2009,N,Permit Closed
4786,10/13/2008,08/13/2009,N,Permit Closed
4787,10/13/2008,,N,CANCELLED
4788,10/10/2008,02/05/2009,N,Permit Issued
4789,10/09/2008,,N,CANCELLED
4790,10/08/2008,12/29/2008,N,Permit Finaled
4791,10/08/2008,01/21/2009,N,Permit Finaled
4792,10/07/2008,02/01/2010,N,Permit Closed
4793,,,N,
4794,10/07/2008,02/05/2009,N,Permit Closed
4795,10/07/2008,,N,CANCELLED
4796,10/06/2008,11/24/2008,N,Permit Finaled
4797,10/06/2008,01/15/2009,N,Permit Issued
4798,10/06/2008,01/22/2009,N,Permit Closed
4799,10/06/2008,01/08/2009,N,Permit Closed
4800,10/01/2008,01/08/2009,N,Permit Finaled
4801,10/01/2008,06/17/2010,N,Permit Closed
4802,10/01/2008,12/24/2009,N,Permit Closed
4803,09/30/2008,12/18/2008,N,Permit Finaled
4804,09/30/2008,02/17/2009,N,Permit Closed
4805,09/29/2008,,N,CANCELLED
4806,09/29/2008,,N,CANCELLED
4807,09/26/2008,04/23/2009,N,Permit Closed
4808,09/26/2008,,N,CANCELLED
4809,09/26/2008,05/05/2011,N,Permit Issued
4810,09/25/2008,06/08/2009,N,Permit Closed
4811,09/24/2008,01/08/2009,N,Permit Finaled
4812,09/24/2008,03/12/2009,N,Permit Closed
4813,09/23/2008,05/06/2010,N,Permit Closed
4814,09/23/2008,04/23/2009,N,Permit Closed
4815,09/19/2008,12/02/2008,N,Permit Finaled
4816,09/17/2008,04/16/2009,N,Permit Finaled
4817,09/17/2008,05/26/2009,N,Permit Finaled
4818,09/17/2008,,N,CANCELLED
4819,09/17/2008,01/07/2010,N,Permit Closed
4820,09/17/2008,06/29/2009,N,Permit Issued
4821,09/16/2008,12/18/2008,N,Permit Finaled
4822,09/15/2008,,N,CANCELLED
4823,09/15/2008,12/18/2008,N,Permit Finaled
4824,09/15/2008,09/14/2009,Y,CANCELLED
4825,09/15/2008,12/15/2008,N,Permit Closed
4826,09/12/2008,,N,CANCELLED
4827,09/12/2008,12/17/2009,N,Permit Closed
4828,09/12/2008,,N,CANCELLED
4829,09/10/2008,10/29/2008,N,Permit Finaled
4830,09/10/2008,02/26/2009,N,Permit Finaled
4831,09/09/2008,08/20/2009,N,Permit Finaled
4832,09/08/2008,12/22/2008,N,Permit Closed
4833,09/05/2008,10/01/2009,N,Permit Finaled
4834,09/04/2008,12/24/2008,N,Permit Closed
4835,09/04/2008,10/23/2008,N,Permit Issued
4836,09/04/2008,04/09/2009,N,Permit Closed
4837,09/03/2008,09/30/2010,N,Permit Closed
4838,09/03/2008,02/26/2009,N,CANCELLED
4839,09/03/2008,03/09/2009,N,Permit Issued
4840,09/02/2008,04/02/2009,N,Permit Closed
4841,09/02/2008,06/17/2010,Y,CANCELLED
4842,09/01/2008,09/24/2009,N,Permit Closed
4843,08/29/2008,10/16/2008,N,CANCELLED
4844,08/28/2008,12/18/2008,N,Permit Finaled
4845,08/28/2008,10/23/2008,N,Permit Issued
4846,08/28/2008,11/03/2008,N,Permit Closed
4847,08/28/2008,,N,CANCELLED
4848,08/27/2008,09/26/2008,N,Permit Finaled
4849,08/27/2008,02/04/2009,N,Permit Closed
4850,08/27/2008,12/18/2008,N,Permit Finaled
4851,08/27/2008,12/11/2008,Y,Permit Closed
4852,08/26/2008,10/27/2008,N,Permit Finaled
4853,08/26/2008,01/26/2009,N,Permit Finaled
4854,08/26/2008,01/26/2009,N,Permit Finaled
4855,08/20/2008,01/15/2009,N,Permit Finaled
4856,08/26/2008,01/26/2009,N,Permit Finaled
4857,08/25/2008,06/08/2009,N,Permit Finaled
4858,08/25/2008,10/23/2008,N,Permit Finaled
4859,08/22/2008,11/06/2008,N,CANCELLED
4860,08/22/2008,,N,CANCELLED
4861,08/22/2008,10/02/2008,N,Permit Issued
4862,08/21/2008,11/17/2008,N,Permit Finaled
4863,08/21/2008,10/13/2008,N,Permit Finaled
4864,08/21/2008,02/19/2009,N,Permit Issued
4865,08/21/2008,02/20/2009,N,Permit Issued
4866,08/20/2008,07/06/2009,N,Permit Finaled
4867,,,N,
4868,08/19/2008,03/26/2009,N,CANCELLED
4869,08/19/2008,,N,CANCELLED
4870,08/18/2008,10/09/2008,N,Permit Finaled
4871,08/18/2008,10/09/2008,N,Permit Finaled
4872,08/18/2008,11/06/2008,N,Permit Finaled
4873,08/18/2008,,N,CANCELLED
4874,08/15/2008,09/18/2008,N,Permit Finaled
4875,08/15/2008,11/03/2008,N,Permit Closed
4876,08/15/2008,12/24/2008,N,Permit Finaled
4877,08/14/2008,,N,CANCELLED
4878,08/13/2008,07/01/2009,N,Permit Finaled
4879,08/13/2008,08/13/2008,N,Permit Closed
4880,08/13/2008,12/18/2008,N,Permit Finaled
4881,08/12/2008,10/27/2008,N,Permit Finaled
4882,08/12/2008,06/26/2009,N,Permit Issued
4883,08/11/2008,10/16/2008,N,CANCELLED
4884,08/11/2008,,N,CANCELLED
4885,08/08/2008,,N,CANCELLED
4886,08/08/2008,10/09/2008,N,Permit Finaled
4887,08/08/2008,11/10/2008,N,Permit Issued
4888,08/07/2008,01/22/2009,N,Permit Closed
4889,08/06/2008,09/12/2008,N,CANCELLED
4890,08/05/2008,06/11/2009,N,Permit Closed
4891,08/05/2008,04/27/2009,N,Permit Finaled
4892,08/05/2008,06/18/2009,N,Permit Finaled
4893,08/05/2008,03/30/2009,N,Permit Issued
4894,08/04/2008,03/26/2009,N,Permit Issued
4895,08/04/2008,07/18/2011,N,Permit Issued
4896,08/04/2008,,N,CANCELLED
4897,08/01/2008,11/13/2008,N,CANCELLED
4898,08/01/2008,04/30/2009,N,Permit Closed
4899,08/01/2008,02/11/2010,N,CANCELLED
4900,08/01/2008,,N,CANCELLED
4901,07/30/2008,07/27/2010,N,Permit Closed
4902,07/29/2008,09/09/2008,N,CANCELLED
4903,07/28/2008,03/16/2009,N,CANCELLED
4904,07/28/2008,10/20/2008,N,Permit Closed
4905,07/28/2008,01/08/2009,N,Permit Closed
4906,07/28/2008,04/20/2009,N,Permit Closed
4907,07/22/2008,,N,CANCELLED
4908,07/28/2008,04/13/2009,N,Permit Issued
4909,07/28/2008,02/19/2009,N,Permit Issued
4910,07/25/2008,12/01/2008,N,CANCELLED
4911,07/25/2008,,N,CANCELLED
4912,07/25/2008,04/30/2009,N,Permit Issued
4913,07/23/2008,02/12/2009,N,Permit Issued
4914,07/23/2008,01/08/2009,N,Permit Closed
4915,07/23/2008,02/26/2009,N,Permit Finaled
4916,07/23/2008,02/19/2009,Y,Permit Closed
4917,07/23/2008,10/27/2008,N,Permit Finaled
4918,07/23/2008,11/10/2008,N,Permit Issued
4919,07/22/2008,09/01/2011,N,Permit Closed
4920,07/21/2008,02/18/2009,N,Permit Closed
4921,07/21/2008,09/11/2008,N,Permit Closed
4922,07/19/2008,11/26/2008,N,Permit Issued
4923,07/18/2008,09/15/2008,N,Permit Closed
4924,07/18/2008,11/17/2008,N,Permit Finaled
4925,07/18/2008,10/23/2008,N,Permit Issued
4926,07/18/2008,01/20/2009,N,Permit Issued
4927,07/17/2008,10/06/2008,N,Permit Closed
4928,07/17/2008,12/29/2011,N,Permit Finaled
4929,07/17/2008,03/10/2009,N,Permit Issued
4930,07/15/2008,11/06/2008,N,Permit Finaled
4931,07/15/2008,09/08/2008,N,Permit Finaled
4932,07/14/2008,01/21/2009,N,Permit Closed
4933,07/14/2008,06/03/2010,N,Permit Closed
4934,07/14/2008,10/20/2008,N,Permit Issued
4935,07/14/2008,,N,CANCELLED
4936,07/11/2008,03/12/2009,N,Permit Closed
4937,07/11/2008,,N,CANCELLED
4938,07/11/2008,12/18/2008,N,Permit Closed
4939,07/11/2008,10/09/2008,N,Permit Finaled
4940,07/11/2008,,N,CANCELLED
4941,07/10/2008,08/18/2008,N,Permit Finaled
4942,07/10/2008,03/16/2009,N,CANCELLED
4943,07/10/2008,10/16/2008,N,Permit Closed
4944,07/10/2008,11/24/2008,N,Permit Closed
4945,07/09/2008,08/13/2009,N,Permit Closed
4946,07/09/2008,10/02/2008,N,Permit Finaled
4947,07/09/2008,12/18/2008,N,CANCELLED
4948,07/09/2008,09/29/2008,N,Permit Closed
4949,07/07/2008,08/12/2008,N,Permit Closed
4950,07/07/2008,01/08/2009,N,Permit Closed
4951,07/07/2008,03/05/2009,N,Permit Closed
4952,07/07/2008,03/17/2011,N,CANCELLED
4953,07/03/2008,12/02/2010,Y,Permit Closed
4954,07/02/2008,03/12/2009,N,Permit Finaled
4955,07/02/2008,08/28/2008,N,Permit Finaled
4956,,,N,CANCELLED
4957,07/02/2008,,N,CANCELLED
4958,07/01/2008,11/26/2008,N,Permit Finaled
4959,07/01/2008,12/15/2008,N,Permit Closed
4960,06/30/2008,10/16/2008,N,Permit Finaled
4961,06/30/2008,09/14/2009,N,Permit Closed
4962,06/30/2008,09/18/2008,N,Permit Finaled
4963,06/27/2008,04/06/2009,N,Permit Issued
4964,06/27/2008,10/16/2008,N,Permit Finaled
4965,06/27/2008,,N,CANCELLED
4966,06/27/2008,12/04/2008,N,Permit Finaled
4967,06/27/2008,09/11/2008,N,Permit Finaled
4968,06/11/2008,05/11/2009,N,Permit Issued
4969,06/27/2008,01/07/2010,N,Permit Closed
4970,06/25/2008,01/08/2009,N,Permit Issued
4971,06/25/2008,09/11/2008,N,Permit Finaled
4972,06/25/2008,08/06/2009,N,Permit Closed
4973,06/24/2008,08/25/2008,N,Permit Closed
4974,06/23/2008,09/18/2008,N,Permit Finaled
4975,06/23/2008,04/20/2009,N,Permit Issued
4976,06/20/2008,,N,CANCELLED
4977,06/20/2008,09/08/2008,N,Permit Finaled
4978,06/19/2008,08/09/2012,N,Permit Issued
4979,06/19/2008,01/26/2009,N,Permit Closed
4980,06/11/2008,10/23/2009,N,Permit Issued
4981,06/19/2008,,N,CANCELLED
4982,06/18/2008,09/22/2008,N,Permit Issued
4983,06/18/2008,08/14/2008,N,Permit Closed
4984,06/17/2008,12/08/2008,N,Permit Closed
4985,06/17/2008,08/28/2008,N,Permit Finaled
4986,06/16/2008,,N,CANCELLED
4987,06/16/2008,08/07/2008,N,Permit Finaled
4988,06/16/2008,,N,CANCELLED
4989,06/13/2008,,N,CANCELLED
4990,06/13/2008,10/27/2008,N,Permit Closed
4991,06/13/2008,,N,CANCELLED
4992,06/13/2008,,N,CANCELLED
4993,06/12/2008,03/05/2009,N,Permit Finaled
4994,06/11/2008,09/03/2008,N,Permit Finaled
4995,06/10/2008,08/07/2008,N,Permit Finaled
4996,06/10/2008,09/18/2008,N,Permit Finaled
4997,06/10/2008,03/26/2009,N,Permit Closed
4998,06/09/2008,08/07/2008,N,Permit Finaled
4999,06/09/2008,07/24/2008,N,Permit Finaled
5000,06/09/2008,07/08/2008,N,Permit Closed
5001,06/09/2008,04/30/2009,N,Permit Closed
5002,06/06/2008,08/26/2008,N,Permit Finaled
5003,06/06/2008,11/13/2008,N,Permit Issued
5004,06/06/2008,08/11/2008,N,Permit Closed
5005,06/05/2008,,N,CANCELLED
5006,06/04/2008,09/11/2008,N,Permit Finaled
5007,05/28/2008,01/09/2009,N,Permit Closed
5008,06/04/2008,08/21/2008,N,Permit Closed
5009,06/04/2008,10/09/2008,N,Permit Finaled
5010,06/04/2008,08/25/2008,N,Permit Finaled
5011,06/03/2008,07/28/2008,N,Permit Finaled
5012,06/03/2008,02/18/2010,N,Permit Closed
5013,06/02/2008,08/14/2008,N,Permit Finaled
5014,06/02/2008,,N,CANCELLED
5015,06/02/2008,02/17/2011,N,Permit Issued
5016,05/30/2008,12/09/2008,N,Permit Finaled
5017,05/30/2008,08/12/2008,N,Permit Finaled
5018,05/30/2008,06/17/2009,N,Permit Finaled
5019,05/29/2008,09/28/2009,N,Permit Finaled
5020,05/29/2008,09/08/2008,N,Permit Closed
5021,05/28/2008,02/23/2009,N,Permit Closed
5022,05/28/2008,08/07/2008,N,Permit Finaled
5023,05/28/2008,08/07/2008,N,Permit Finaled
5024,05/28/2008,08/21/2008,N,Permit Closed
5025,05/28/2008,09/29/2008,N,Permit Closed
5026,05/28/2008,09/29/2008,N,Permit Issued
5027,05/28/2008,04/13/2009,Y,CANCELLED
5028,05/27/2008,05/27/2008,N,Permit Closed
5029,05/27/2008,09/18/2008,N,Permit Finaled
5030,05/27/2008,04/09/2009,N,Permit Finaled
5031,05/27/2008,11/24/2008,N,Permit Finaled
5032,05/23/2008,,N,CANCELLED
5033,05/20/2008,07/08/2008,N,Permit Closed
5034,05/23/2008,05/21/2009,N,Permit Closed
5035,05/23/2008,,N,CANCELLED
5036,05/23/2008,10/02/2008,N,Permit Finaled
5037,05/22/2008,04/20/2009,N,Permit Issued
5038,05/22/2008,08/28/2008,N,Permit Finaled
5039,05/21/2008,07/08/2008,N,Permit Closed
5040,05/21/2008,11/04/2008,N,Permit Finaled
5041,05/21/2008,10/02/2008,N,Permit Finaled
5042,05/21/2008,11/26/2008,N,Permit Closed
5043,05/21/2008,12/11/2008,N,Permit Closed
5044,05/20/2008,07/28/2008,N,Permit Finaled
5045,05/20/2008,04/30/2009,N,CANCELLED
5046,05/20/2008,04/30/2009,N,Permit Closed
5047,05/19/2008,12/28/2009,N,Permit Closed
5048,05/19/2008,08/13/2008,N,Permit Finaled
5049,05/19/2008,07/08/2008,N,Permit Closed
5050,05/16/2008,07/24/2008,N,Permit Closed
5051,05/16/2008,09/29/2008,N,Permit Closed
5052,05/15/2008,09/18/2008,N,Permit Closed
5053,05/15/2008,09/18/2008,N,Permit Closed
5054,05/14/2008,,N,CANCELLED
5055,05/14/2008,01/09/2009,N,Permit Closed
5056,05/14/2008,05/20/2010,N,Permit Closed
5057,05/14/2008,07/03/2008,N,Permit Finaled
5058,05/14/2008,01/15/2009,N,Permit Finaled
5059,05/08/2008,08/11/2008,N,Permit Closed
5060,05/13/2008,09/04/2008,N,Permit Finaled
5061,05/13/2008,07/03/2008,N,Permit Finaled
5062,05/13/2008,08/14/2008,N,Permit Finaled
5063,05/13/2008,06/05/2008,N,CANCELLED
5064,05/12/2008,,N,CANCELLED
5065,05/12/2008,04/16/2009,N,Permit Finaled
5066,05/12/2008,06/05/2008,N,Permit Closed
5067,05/09/2008,10/02/2008,N,Permit Finaled
5068,05/09/2008,09/05/2008,N,Permit Issued
5069,05/09/2008,,N,CANCELLED
5070,05/09/2008,11/26/2008,N,Permit Finaled
5071,05/09/2008,06/30/2008,N,Permit Closed
5072,05/09/2008,06/30/2008,N,Permit Closed
5073,05/07/2008,10/29/2008,N,Permit Finaled
5074,05/07/2008,09/02/2008,N,Permit Finaled
5075,05/07/2008,07/10/2008,N,Permit Finaled
5076,05/07/2008,01/22/2009,N,Permit Finaled
5077,05/07/2008,07/17/2008,N,Permit Closed
5078,05/07/2008,,N,CANCELLED
5079,05/06/2008,07/15/2008,N,Permit Finaled
5080,05/06/2008,10/20/2008,N,Permit Finaled
5081,05/06/2008,01/29/2009,N,Permit Finaled
5082,05/06/2008,07/10/2008,N,Permit Closed
5083,05/06/2008,07/10/2008,N,Permit Closed
5084,05/06/2008,07/10/2008,N,Permit Issued
5085,03/26/2008,08/21/2008,N,CANCELLED
5086,05/06/2008,08/21/2008,N,Permit Closed
5087,05/05/2008,07/10/2008,N,Permit Finaled
5088,05/05/2008,07/03/2008,N,Permit Finaled
5089,05/05/2008,07/07/2008,N,Permit Finaled
5090,05/02/2008,11/26/2008,N,Permit Closed
5091,05/02/2008,11/26/2008,N,Permit Closed
5092,05/02/2008,08/07/2008,N,Permit Finaled
5093,05/02/2008,08/07/2008,N,Permit Finaled
5094,05/02/2008,08/07/2008,N,Permit Finaled
5095,05/02/2008,03/26/2009,N,Permit Closed
5096,05/01/2008,07/03/2008,N,Permit Finaled
5097,,,N,
5098,04/30/2008,,N,CANCELLED
5099,04/30/2008,06/12/2008,N,Permit Closed
5100,04/30/2008,,N,CANCELLED
5101,04/29/2008,06/05/2008,N,Permit Finaled
5102,04/29/2008,03/16/2009,N,Permit Closed
5103,04/28/2008,10/13/2008,N,Permit Finaled
5104,04/28/2008,07/30/2008,N,Permit Finaled
5105,04/28/2008,11/26/2008,N,Permit Closed
5106,04/25/2008,,N,CANCELLED
5107,04/25/2008,06/25/2008,N,Permit Finaled
5108,04/25/2008,07/03/2008,N,Permit Finaled
5109,04/25/2008,,N,CANCELLED
5110,04/25/2008,03/01/2010,N,Permit Closed
5111,04/24/2008,07/28/2008,N,Permit Closed
5112,04/24/2008,07/28/2008,N,Permit Closed
5113,04/23/2008,09/11/2008,N,Permit Finaled
5114,04/23/2008,08/14/2008,N,Permit Finaled
5115,04/23/2008,08/07/2008,N,Permit Issued
5116,04/23/2008,06/12/2008,N,Permit Closed
5117,04/23/2008,01/22/2009,N,CANCELLED
5118,04/23/2008,09/18/2008,N,Permit Issued
5119,04/23/2008,01/22/2009,N,Permit Issued
5120,04/23/2008,03/02/2009,Y,Permit Issued
5121,04/23/2008,06/12/2008,N,Permit Finaled
5122,,,N,
5123,04/23/2008,06/26/2008,N,Permit Finaled
5124,04/22/2008,05/14/2008,N,Permit Closed
5125,04/22/2008,,N,CANCELLED
5126,04/22/2008,08/28/2008,N,Permit Closed
5127,04/22/2008,07/24/2008,N,Permit Finaled
5128,04/21/2008,,N,CANCELLED
5129,04/21/2008,08/21/2008,N,Permit Closed
5130,04/21/2008,,N,CANCELLED
5131,04/21/2008,06/05/2008,N,CANCELLED
5132,04/21/2008,06/05/2008,N,CANCELLED
5133,04/21/2008,08/14/2008,N,Permit Finaled
5134,04/21/2008,01/26/2009,N,Permit Finaled
5135,04/21/2008,07/17/2008,N,Permit Closed
5136,04/18/2008,04/18/2008,N,Permit Closed
5137,,,N,
5138,04/18/2008,12/18/2008,N,Permit Finaled
5139,04/18/2008,06/05/2008,N,Permit Finaled
5140,04/18/2008,08/25/2008,N,Permit Finaled
5141,04/18/2008,09/18/2008,N,CANCELLED
5142,04/16/2008,06/02/2008,N,Permit Finaled
5143,04/16/2008,07/31/2008,N,Permit Closed
5144,04/16/2008,08/07/2008,N,Permit Finaled
5145,04/16/2008,07/16/2009,N,Permit Issued
5146,04/16/2008,,N,CANCELLED
5147,04/16/2008,06/26/2008,N,Permit Closed
5148,04/15/2008,05/04/2009,N,Permit Finaled
5149,04/15/2008,07/24/2008,N,Permit Finaled
5150,,,N,
5151,04/15/2008,11/23/2011,N,Permit Closed
5152,04/14/2008,09/30/2008,N,Permit Finaled
5153,04/14/2008,05/29/2008,N,Permit Closed
5154,04/11/2008,09/04/2008,N,Permit Finaled
5155,04/11/2008,08/24/2009,N,Permit Closed
5156,04/11/2008,07/03/2008,N,Permit Finaled
5157,04/11/2008,10/02/2008,N,Permit Closed
5158,04/10/2008,,N,CANCELLED
5159,04/09/2008,01/21/2009,N,Permit Closed
5160,04/09/2008,02/17/2009,N,Permit Finaled
5161,04/09/2008,01/14/2013,N,Permit Issued
5162,04/09/2008,12/24/2009,N,Permit Closed
5163,03/25/2008,04/20/2009,N,Permit Issued
5164,04/08/2008,06/05/2008,N,Permit Finaled
5165,04/08/2008,06/26/2008,N,Permit Finaled
5166,04/07/2008,01/21/2009,N,CANCELLED
5167,04/07/2008,06/05/2008,N,Permit Finaled
5168,04/07/2008,09/04/2008,N,Permit Issued
5169,04/07/2008,09/04/2008,N,Permit Issued
5170,04/07/2008,12/08/2008,N,Permit Closed
5171,04/07/2008,10/30/2008,N,Permit Closed
5172,04/07/2008,,N,CANCELLED
5173,04/04/2008,12/26/2008,N,Permit Finaled
5174,04/04/2008,05/27/2011,N,Permit Closed
5175,04/04/2008,05/07/2009,N,Permit Closed
5176,,,N,
5177,04/04/2008,02/08/2010,N,Permit Issued
5178,04/04/2008,10/06/2008,Y,Permit Closed
5179,04/02/2008,09/11/2008,N,Permit Finaled
5180,04/02/2008,06/05/2008,N,Permit Finaled
5181,04/02/2008,06/05/2008,N,Permit Finaled
5182,04/02/2008,07/24/2008,N,Permit Closed
5183,04/02/2008,05/08/2008,N,Permit Finaled
5184,04/02/2008,04/08/2010,N,Permit Finaled
5185,04/01/2008,11/03/2008,N,Permit Closed
5186,04/01/2008,05/08/2008,N,Permit Finaled
5187,04/01/2008,,N,CANCELLED
5188,02/11/2008,08/04/2008,N,Permit Finaled
5189,04/01/2008,10/26/2009,N,Permit Closed
5190,04/01/2008,10/27/2009,N,Permit Issued
5191,03/31/2008,06/17/2008,N,Permit Finaled
5192,03/31/2008,11/13/2008,N,Permit Closed
5193,03/31/2008,10/09/2008,N,Permit Closed
5194,03/31/2008,09/08/2008,N,Permit Issued
5195,03/31/2008,09/18/2008,N,Permit Issued
5196,03/27/2008,06/05/2008,N,Permit Finaled
5197,03/27/2008,07/07/2008,N,Permit Finaled
5198,03/27/2008,03/19/2009,N,Permit Closed
5199,03/26/2008,07/17/2008,N,Permit Issued
5200,03/26/2008,05/14/2012,N,Permit Closed
5201,03/25/2008,05/29/2008,N,Permit Closed
5202,03/25/2008,07/03/2008,N,Permit Closed
5203,03/24/2008,08/19/2008,N,Permit Finaled
5204,03/24/2008,07/16/2008,N,Permit Finaled
5205,03/24/2008,05/12/2008,N,Permit Finaled
5206,03/24/2008,05/29/2008,N,Permit Finaled
5207,03/21/2008,06/02/2008,N,Permit Closed
5208,03/21/2008,08/21/2008,N,Permit Finaled
5209,03/21/2008,07/28/2008,N,Permit Finaled
5210,03/21/2008,09/22/2008,N,Permit Finaled
5211,03/20/2008,06/30/2008,N,Permit Finaled
5212,03/19/2008,,N,CANCELLED
5213,03/19/2008,01/08/2009,N,Permit Closed
5214,03/18/2008,12/08/2008,N,Permit Finaled
5215,03/18/2008,07/24/2008,N,Permit Finaled
5216,03/18/2008,,N,CANCELLED
5217,03/18/2008,05/22/2008,N,Permit Issued
5218,03/18/2008,11/10/2008,N,Permit Finaled
5219,03/18/2008,05/08/2008,N,Permit Finaled
5220,03/18/2008,10/21/2013,N,Permit Closed
5221,03/17/2008,06/02/2008,N,Permit Closed
5222,03/17/2008,06/19/2008,N,Permit Closed
5223,03/15/2008,10/02/2008,N,Permit Finaled
